   1.0703765e+00   3.1704116e+00  -1.5642990e+00   1.0000000e+00   5.2666667e+01   2.9200000e+02   1.0000000e+00
   1.0150994e+00   3.0880129e+00  -1.7581550e+00   1.0000000e+00   6.1666667e+01   2.8900000e+02   1.0000000e+00
   9.4624294e-01   2.9350005e+00  -1.8959688e+00   1.0000000e+00   7.3666667e+01   2.8533333e+02   1.0000000e+00
   9.4135847e-01   2.7886183e+00  -2.0517126e+00   1.0000000e+00   8.5000000e+01   2.8600000e+02   1.0000000e+00
   8.7969404e-01   2.6418606e+00  -2.2366840e+00   1.0000000e+00   9.7666667e+01   2.8300000e+02   1.0000000e+00
   8.6689468e-01   2.5922344e+00  -2.4329404e+00   1.0000000e+00   1.0333333e+02   2.8266667e+02   1.0000000e+00
   9.0975917e-01   2.4717737e+00  -3.0284736e+00   1.0000000e+00   1.1800000e+02   2.8533333e+02   1.0000000e+00
   8.9381530e-01   2.2920772e+00  -3.0145017e+00   1.0000000e+00   1.2766667e+02   2.8566667e+02   1.0000000e+00
   8.5865657e-01   2.1079316e+00  -2.9596942e+00   1.0000000e+00   1.3766667e+02   2.8500000e+02   1.0000000e+00
   8.6658165e-01   1.8866292e+00  -2.9081197e+00   1.0000000e+00   1.4966667e+02   2.8666667e+02   1.0000000e+00
   8.7225250e-01   1.6204001e+00  -2.8643342e+00   1.0000000e+00   1.6333333e+02   2.8866667e+02   1.0000000e+00
   8.9810859e-01   1.2470043e+00  -2.7092791e+00   1.0000000e+00   1.8366667e+02   2.9233333e+02   1.0000000e+00
   9.3072630e-01   1.0620995e+00  -2.6393293e+00   1.0000000e+00   1.9400000e+02   2.9533333e+02   1.0000000e+00
   9.5184652e-01   8.5353921e-01  -2.4601604e+00   1.0000000e+00   2.0500000e+02   2.9833333e+02   1.0000000e+00
   9.8570914e-01   6.4015531e-01  -2.3321111e+00   1.0000000e+00   2.1666667e+02   3.0166667e+02   1.0000000e+00
   1.0140645e+00   4.4249223e-01  -2.2332438e+00   1.0000000e+00   2.2800000e+02   3.0466667e+02   1.0000000e+00
   1.0693605e+00   2.4281775e-01  -2.0886859e+00   1.0000000e+00   2.3933333e+02   3.0966667e+02   1.0000000e+00
   1.1036361e+00   1.0966090e-01  -1.9527018e+00   1.0000000e+00   2.4700000e+02   3.1300000e+02   1.0000000e+00
   1.1605653e+00   7.3033777e-02  -1.7658133e+00   1.0000000e+00   2.4866667e+02   3.1766667e+02   1.0000000e+00
   1.1846800e+00   1.6153937e-01  -1.5399495e+00   1.0000000e+00   2.4233333e+02   3.1933333e+02   1.0000000e+00
   1.2203634e+00   3.1640849e-01  -1.2818648e+00   1.0000000e+00   2.3100000e+02   3.2200000e+02   1.0000000e+00
   1.1893690e+00   4.8891739e-01  -1.1026296e+00   1.0000000e+00   2.1866667e+02   3.1900000e+02   1.0000000e+00
   1.3709147e+00   5.4849806e-01  -8.8412027e-01   1.0000000e+00   2.1233333e+02   3.3233333e+02   1.0000000e+00
   1.5591822e+00   5.5834026e-01  -5.6433057e-01   1.0000000e+00   2.0833333e+02   3.4733333e+02   1.0000000e+00
   1.7002606e+00   5.8771934e-01  -3.4259494e-01   1.0000000e+00   2.0366667e+02   3.5900000e+02   1.0000000e+00
   1.7629924e+00   5.9828980e-01  -1.0070222e-01   1.0000000e+00   2.0033333e+02   3.6566667e+02   1.0000000e+00
   1.7990981e+00   5.5741676e-01   1.0559192e-01   1.0000000e+00   2.0166667e+02   3.7066667e+02   1.0000000e+00
   1.8054395e+00   4.2544766e-01   2.3612210e-01   1.0000000e+00   2.1100000e+02   3.7366667e+02   1.0000000e+00
   1.7996102e+00   2.7893395e-01   3.4698497e-01   1.0000000e+00   2.2166667e+02   3.7566667e+02   1.0000000e+00
   1.8530976e+00   9.5772862e-02   4.3644421e-01   1.0000000e+00   2.3533333e+02   3.8233333e+02   1.0000000e+00
   1.8617868e+00  -7.1790348e-02   4.6833707e-01   1.0000000e+00   2.4833333e+02   3.8500000e+02   1.0000000e+00
   1.8337989e+00  -1.4469238e-01   4.4682581e-01   1.0000000e+00   2.5433333e+02   3.8266667e+02   1.0000000e+00
   1.8741462e+00  -3.1008014e-01   3.5206295e-01   1.0000000e+00   2.6733333e+02   3.8633333e+02   1.0000000e+00
   1.8191630e+00  -4.3183644e-01   1.4994482e-01   1.0000000e+00   2.7766667e+02   3.8033333e+02   1.0000000e+00
   1.7292341e+00  -4.9030770e-01  -9.6947207e-02   1.0000000e+00   2.8233333e+02   3.7166667e+02   1.0000000e+00
   1.6537054e+00  -5.2268126e-01  -3.5382591e-01   1.0000000e+00   2.8466667e+02   3.6333333e+02   1.0000000e+00
   1.5828487e+00  -5.1352610e-01  -6.9058310e-01   1.0000000e+00   2.8433333e+02   3.5566667e+02   1.0000000e+00
   1.5030512e+00  -4.8311938e-01  -9.7161103e-01   1.0000000e+00   2.8233333e+02   3.4833333e+02   1.0000000e+00
   1.4678823e+00  -4.2093736e-01  -1.1956149e+00   1.0000000e+00   2.7833333e+02   3.4400000e+02   1.0000000e+00
   1.4669099e+00  -3.2416133e-01  -1.4284550e+00   1.0000000e+00   2.7166667e+02   3.4166667e+02   1.0000000e+00
   1.4595027e+00  -2.4087884e-01  -1.6175292e+00   1.0000000e+00   2.6666667e+02   3.3900000e+02   1.0000000e+00
   1.4350529e+00  -2.0098088e-01  -1.8224360e+00   1.0000000e+00   2.6433333e+02   3.3600000e+02   1.0000000e+00
   1.2981297e+00  -3.0008525e-01  -1.9187929e+00   1.0000000e+00   2.7133333e+02   3.2800000e+02   1.0000000e+00
   1.1779798e+00  -5.1831202e-01  -1.8156308e+00   1.0000000e+00   2.8600000e+02   3.2200000e+02   1.0000000e+00
   1.1123234e+00  -7.1488162e-01  -1.5742230e+00   1.0000000e+00   2.9933333e+02   3.2033333e+02   1.0000000e+00
   1.1234735e+00  -8.4316057e-01  -1.3143305e+00   1.0000000e+00   3.0833333e+02   3.2300000e+02   1.0000000e+00
   1.0118466e+00  -9.3279632e-01  -1.0767746e+00   1.0000000e+00   3.1600000e+02   3.1733333e+02   1.0000000e+00
   9.8220970e-01  -1.0146761e+00  -8.9563630e-01   1.0000000e+00   3.2233333e+02   3.1633333e+02   1.0000000e+00
   8.1477532e-01  -1.0678859e+00  -8.7780376e-01   1.0000000e+00   3.2733333e+02   3.0533333e+02   1.0000000e+00
   6.3570641e-01  -1.2122949e+00  -1.0453587e+00   1.0000000e+00   3.3766667e+02   2.9366667e+02   1.0000000e+00
   4.9220388e-01  -1.3599412e+00  -1.2314354e+00   1.0000000e+00   3.4700000e+02   2.8500000e+02   1.0000000e+00
   3.8544459e-01  -1.3988893e+00  -1.3421893e+00   1.0000000e+00   3.4966667e+02   2.7800000e+02   1.0000000e+00
   3.2135617e-01  -1.4910863e+00  -1.4561648e+00   1.0000000e+00   3.5500000e+02   2.7433333e+02   1.0000000e+00
   2.4125631e-01  -1.5739644e+00  -1.7014365e+00   1.0000000e+00   3.5900000e+02   2.6933333e+02   1.0000000e+00
   1.1520815e-01  -1.7252880e+00  -1.9488500e+00   1.0000000e+00   3.6700000e+02   2.6300000e+02   1.0000000e+00
  -1.5355711e-02  -1.8590249e+00  -2.1646898e+00   1.0000000e+00   3.7433333e+02   2.5600000e+02   1.0000000e+00
  -1.0769882e-01  -1.9910247e+00  -2.2506556e+00   1.0000000e+00   3.8233333e+02   2.5166667e+02   1.0000000e+00
  -2.0382353e-01  -2.0590645e+00  -2.1046893e+00   1.0000000e+00   3.8833333e+02   2.4600000e+02   1.0000000e+00
